stock_item_name,transcription,attribution,action,db_price_per_piece,pdf_price_per_piece,v2_price_per_piece,db_list_rate,v2_list_rate,page_no,thread_form,size,grade,pack_qty,confidence,reason
HSS TAP 45 X 1.5 TPR TOTEM,OK,OK,KEEP,19505.00,19505,19505.00,19505.00,19505.00,5,Metric Coarse,45.0 X 1.50/3.00,Standard,1,verified,
HSS TAP 45 X 3 BOT TOTEM,,OK,ADD,,,19505.00,,19505.00,5,Metric Coarse,45.0 X 1.50/3.00*,Standard,1,review,matched by v2; not previously seeded
HSS TAP 45 X 4.5 BOT TOTEM,OK,OK,KEEP,16752.00,16752,16752.00,16752.00,16752.00,4,Metric Coarse,45.0 X 4.50,Standard,1,review,
HSS TAP 45 X 4.5 SEC TOTEM,OK,OK,KEEP,16752.00,16752,16752.00,16752.00,16752.00,4,Metric Coarse,45.0 X 4.50,Standard,1,review,
HSS TAP 45 X 4.5 SET TOTEM,OK,OK,KEEP,16752.00,16752,16752.00,50256.00,50256.00,4,Metric Coarse,45.0 X 4.50,Standard,3,review,
HSS TAP 45 X 4.5 TPR TOTEM,OK,OK,KEEP,16752.00,16752,16752.00,16752.00,16752.00,4,Metric Coarse,45.0 X 4.50,Standard,1,review,
HSS TAP 48 X 1.5 BOT TOTEM,OK,OK,KEEP,20276.00,20276,20276.00,20276.00,20276.00,5,Metric Coarse,48.0 X 1.50/2.00/3.00/4.00,Standard,1,verified,
HSS TAP 48 X 1.5 PAIR TOTEM,OK,OK,KEEP,20276.00,20276,20276.00,40552.00,40552.00,5,Metric Coarse,48.0 X 1.50/2.00/3.00/4.00,Standard,2,review,
HSS TAP 48 X 1.5 TPR TOTEM,OK,OK,KEEP,20276.00,20276,20276.00,20276.00,20276.00,5,Metric Coarse,48.0 X 1.50/2.00/3.00/4.00,Standard,1,review,
HSS TAP 48 X 3 PAIR TOTEM,,OK,ADD,,,20276.00,,40552.00,5,Metric Coarse,48.0 X 1.50/2.00*/3.00*/4.00*,Standard,2,verified,matched by v2; not previously seeded
HSS TAP 48 X 5 BOT TOTEM,OK,OK,KEEP,17866.00,17866,17866.00,17866.00,17866.00,4,Metric Coarse,48.0 X 5.00,Standard,1,verified,
HSS TAP 48 X 5 SEC TOTEM,OK,OK,KEEP,17866.00,17866,17866.00,17866.00,17866.00,4,Metric Coarse,48.0 X 5.00,Standard,1,review,
HSS TAP 48 X 5 SET TOTEM,OK,OK,KEEP,17866.00,17866,17866.00,53598.00,53598.00,4,Metric Coarse,48.0 X 5.00,Standard,3,verified,
HSS TAP 48 X 5 TPR TOTEM,OK,OK,KEEP,17866.00,17866,17866.00,17866.00,17866.00,4,Metric Coarse,48.0 X 5.00,Standard,1,review,
HSS TAP 4BA BOT TOTEM,,OK,ADD,,,447.00,,447.00,3,BA,4,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 4BA SEC TOTEM,,OK,ADD,,,447.00,,447.00,3,BA,4,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 4BA SET TOTEM,,OK,ADD,,,447.00,,1341.00,3,BA,4,Standard,3,verified,matched by v2; not previously seeded
HSS TAP 4BA TPR TOTEM,,OK,ADD,,,447.00,,447.00,3,BA,4,Standard,1,review,matched by v2; not previously seeded
HSS TAP 5 UNC SET TOTEM,OK,OK,KEEP,461.00,461,461.00,1383.00,1383.00,3,UNF/UNC,5,Standard,3,review,
HSS TAP 5 X .5 BOT TOTEM,OK,OK,KEEP,570.00,570,570.00,570.00,570.00,5,Metric Coarse,5.0 X 0.50/0.75,Standard,1,verified,
HSS TAP 5 X .5 SEC TOTEM,OK,OK,KEEP,570.00,570,570.00,570.00,570.00,5,Metric Coarse,5.0 X 0.50/0.75,Standard,1,review,
HSS TAP 5 X .5 SET TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,570.00,570,,1710.00,,5,Metric Coarse,5.0 X 0.50/0.75,Standard,3,verified,item absent from this project's stock_items
HSS TAP 5 X .8 BOT TOTEM,OK,OK,KEEP,419.00,419,419.00,419.00,419.00,4,Metric Coarse,5.0 X 0.80,Standard,1,verified,
HSS TAP 5 X .8 SEC TOTEM,OK,OK,KEEP,419.00,419,419.00,419.00,419.00,4,Metric Coarse,5.0 X 0.80,Standard,1,verified,
HSS TAP 5 X .8 SET GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,510.00,510,,1530.00,,9,Metric Coarse,5.0 X 0.80,STD GOLD,3,review,item absent from this project's stock_items
HSS TAP 5 X .8 SET TOTEM,OK,OK,KEEP,419.00,419,419.00,1257.00,1257.00,4,Metric Coarse,5.0 X 0.80,Standard,3,verified,
HSS TAP 5 X .8 SET XL TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,1257.00,,4,Metric Coarse,5.0 X 0.80,Standard,3,review,item absent from this project's stock_items
HSS TAP 5 X .8 SF SET TOTEM,OK,OK,KEEP,447.00,447,447.00,1341.00,1341.00,4,Metric Coarse,5.0 X 0.80,SF/RS,3,verified,
HSS TAP 5 X .8 SPIREX TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,5.0 X 0.80,Standard,1,review,item absent from this project's stock_items
HSS TAP 5 X .8 SPPT GOLD TOTEM,OK,OK,KEEP,620.00,620,620.00,620.00,620.00,9,Metric Coarse,5.0 X 0.80,SPPT GOLD,1,verified,
HSS TAP 5 X .8 SPPT TOTEM,OK,OK,KEEP,518.00,518,518.00,518.00,518.00,4,Metric Coarse,5.0 X 0.80,SPPT,1,verified,
HSS TAP 5 X .8 TPR TOTEM,OK,OK,KEEP,419.00,419,419.00,419.00,419.00,4,Metric Coarse,5.0 X 0.80,Standard,1,verified,
"HSS TAP 5/16"" BSF BOT TOTEM",OK,OK,KEEP,480.00,480,480.00,480.00,480.00,3,BSW/BSF,5/16,Standard,1,verified,
"HSS TAP 5/16"" BSF SET TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,480.00,480,,1440.00,,3,BSW/BSF,5/16,Standard,3,review,item absent from this project's stock_items
"HSS TAP 5/16"" BSF TPR TOTEM",OK,OK,KEEP,480.00,480,480.00,480.00,480.00,3,BSW/BSF,5/16,Standard,1,review,
"HSS TAP 5/16"" BSW BOT TOTEM",OK,OK,KEEP,480.00,480,480.00,480.00,480.00,3,BSW/BSF,5/16,Standard,1,verified,
"HSS TAP 5/16"" BSW SEC TOTEM",OK,OK,KEEP,480.00,480,480.00,480.00,480.00,3,BSW/BSF,5/16,Standard,1,verified,
"HSS TAP 5/16"" BSW SET TOTEM",OK,OK,KEEP,480.00,480,480.00,1440.00,1440.00,3,BSW/BSF,5/16,Standard,3,verified,
"HSS TAP 5/16"" BSW SF SET TOTEM",OK,OK,KEEP,519.00,519,519.00,1557.00,1557.00,3,BSW/BSF,5/16,SF/RS,3,review,
"HSS TAP 5/16"" BSW TPR TOTEM",OK,OK,KEEP,480.00,480,480.00,480.00,480.00,3,BSW/BSF,5/16,Standard,1,verified,
"HSS TAP 5/16"" UNC BOT TOTEM",OK,OK,KEEP,480.00,480,480.00,480.00,480.00,3,UNF/UNC,5/16,Standard,1,verified,
"HSS TAP 5/16"" UNC SEC TOTEM",OK,OK,KEEP,480.00,480,480.00,480.00,480.00,3,UNF/UNC,5/16,Standard,1,verified,
"HSS TAP 5/16"" UNC SET TOTEM",OK,OK,KEEP,480.00,480,480.00,1440.00,1440.00,3,UNF/UNC,5/16,Standard,3,verified,
"HSS TAP 5/16"" UNC TPR TOTEM",OK,OK,KEEP,480.00,480,480.00,480.00,480.00,3,UNF/UNC,5/16,Standard,1,review,
"HSS TAP 5/16"" UNF BOT TOTEM",OK,OK,KEEP,480.00,480,480.00,480.00,480.00,3,UNF/UNC,5/16,Standard,1,verified,
"HSS TAP 5/16"" UNF SEC TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,480.00,480,,480.00,,3,UNF/UNC,5/16,Standard,1,verified,item absent from this project's stock_items
"HSS TAP 5/16"" UNF SET TOTEM",OK,OK,KEEP,480.00,480,480.00,1440.00,1440.00,3,UNF/UNC,5/16,Standard,3,review,
"HSS TAP 5/32"" BSW BOT TOTEM",OK,OK,KEEP,407.00,407,407.00,407.00,407.00,3,BSW/BSF,5/32,Standard,1,verified,
"HSS TAP 5/32"" BSW SEC TOTEM",OK,OK,KEEP,407.00,407,407.00,407.00,407.00,3,BSW/BSF,5/32,Standard,1,verified,
"HSS TAP 5/32"" BSW SET TOTEM",OK,OK,KEEP,407.00,407,407.00,1221.00,1221.00,3,BSW/BSF,5/32,Standard,3,verified,
"HSS TAP 5/32"" BSW TPR TOTEM",OK,OK,KEEP,407.00,407,407.00,407.00,407.00,3,BSW/BSF,5/32,Standard,1,verified,
"HSS TAP 5/8"" BSF BOT TOTEM",OK,OK,KEEP,1381.00,1381,1381.00,1381.00,1381.00,3,BSW/BSF,5/8,Standard,1,verified,
"HSS TAP 5/8"" BSP BOT TOTEM",OK,OK,KEEP,2513.00,2513,2513.00,2513.00,2513.00,3,BSP,5/8,Standard,1,verified,
"HSS TAP 5/8"" BSP PAIR TOTEM",OK,OK,KEEP,2513.00,2513,2513.00,5026.00,5026.00,3,BSP,5/8,Standard,2,verified,
"HSS TAP 5/8"" BSW BOT TOTEM",OK,OK,KEEP,1381.00,1381,1381.00,1381.00,1381.00,3,BSW/BSF,5/8,Standard,1,verified,
"HSS TAP 5/8"" BSW SEC TOTEM",OK,OK,KEEP,1381.00,1381,1381.00,1381.00,1381.00,3,BSW/BSF,5/8,Standard,1,verified,
"HSS TAP 5/8"" BSW SET TOTEM",OK,OK,KEEP,1381.00,1381,1381.00,4143.00,4143.00,3,BSW/BSF,5/8,Standard,3,verified,
"HSS TAP 5/8"" BSW TPR TOTEM",OK,OK,KEEP,1381.00,1381,1381.00,1381.00,1381.00,3,BSW/BSF,5/8,Standard,1,verified,
"HSS TAP 5/8"" UNC BOT TOTEM",OK,OK,KEEP,1381.00,1381,1381.00,1381.00,1381.00,3,UNF/UNC,5/8,Standard,1,verified,
"HSS TAP 5/8"" UNC SEC TOTEM",OK,OK,KEEP,1381.00,1381,1381.00,1381.00,1381.00,3,UNF/UNC,5/8,Standard,1,review,
"HSS TAP 5/8"" UNC SET TOTEM",OK,OK,KEEP,1381.00,1381,1381.00,4143.00,4143.00,3,UNF/UNC,5/8,Standard,3,verified,
"HSS TAP 5/8"" UNF BOT TOTEM",OK,OK,KEEP,1381.00,1381,1381.00,1381.00,1381.00,3,UNF/UNC,5/8,Standard,1,verified,
"HSS TAP 5/8"" UNF SEC TOTEM",OK,OK,KEEP,1381.00,1381,1381.00,1381.00,1381.00,3,UNF/UNC,5/8,Standard,1,review,
"HSS TAP 5/8"" UNF SET TOTEM",OK,OK,KEEP,1381.00,1381,1381.00,4143.00,4143.00,3,UNF/UNC,5/8,Standard,3,verified,
HSS TAP 50 X 1.5 BOT TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,22408.00,22408,,22408.00,,5,Metric Coarse,50.0 X 1.50/2.00/3.00,Standard,1,review,item absent from this project's stock_items
HSS TAP 50 X 1.5 SEC TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,22408.00,22408,,22408.00,,5,Metric Coarse,50.0 X 1.50/2.00/3.00,Standard,1,verified,item absent from this project's stock_items
HSS TAP 52 X 5 BOT TOTEM,OK,OK,KEEP,22424.00,22424,22424.00,22424.00,22424.00,4,Metric Coarse,52.0 X 5.00,Standard,1,review,
HSS TAP 52 X 5 SEC TOTEM,OK,OK,KEEP,22424.00,22424,22424.00,22424.00,22424.00,4,Metric Coarse,52.0 X 5.00,Standard,1,review,
HSS TAP 52 X 5 SET TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,22424.00,22424,,67272.00,,4,Metric Coarse,52.0 X 5.00,Standard,3,review,item absent from this project's stock_items
HSS TAP 52 X 5 TPR TOTEM,OK,OK,KEEP,22424.00,22424,22424.00,22424.00,22424.00,4,Metric Coarse,52.0 X 5.00,Standard,1,review,
HSS TAP 56 X 5.5 BOT TOTEM,OK,OK,KEEP,31912.00,31912,31912.00,31912.00,31912.00,4,Metric Coarse,56.0 X 5.50,Standard,1,review,
HSS TAP 56 X 5.5 SET TOTEM,OK,OK,KEEP,31912.00,31912,31912.00,95736.00,95736.00,4,Metric Coarse,56.0 X 5.50,Standard,3,review,
HSS TAP 56 X 5.5 TPR TOTEM,OK,OK,KEEP,31912.00,31912,31912.00,31912.00,31912.00,4,Metric Coarse,56.0 X 5.50,Standard,1,review,
HSS TAP 5BA BOT TOTEM,,OK,ADD,,,447.00,,447.00,3,BA,5,Standard,1,review,matched by v2; not previously seeded
HSS TAP 5BA SEC TOTEM,,OK,ADD,,,447.00,,447.00,3,BA,5,Standard,1,review,matched by v2; not previously seeded
HSS TAP 6 UNC BOT TOTEM,OK,OK,KEEP,461.00,461,461.00,461.00,461.00,3,UNF/UNC,6,Standard,1,verified,
HSS TAP 6 UNC SEC TOTEM,OK,OK,KEEP,461.00,461,461.00,461.00,461.00,3,UNF/UNC,6,Standard,1,verified,
HSS TAP 6 UNC SET TOTEM,OK,OK,KEEP,461.00,461,461.00,1383.00,1383.00,3,UNF/UNC,6,Standard,3,verified,
HSS TAP 6 UNC TPR TOTEM,OK,OK,KEEP,461.00,461,461.00,461.00,461.00,3,UNF/UNC,6,Standard,1,verified,
HSS TAP 6 X .75 BOT TOTEM,OK,OK,KEEP,570.00,570,570.00,570.00,570.00,5,Metric Coarse,6.0 X 0.75,Standard,1,verified,
HSS TAP 6 X .75 PAIR TOTEM,OK,OK,KEEP,570.00,570,570.00,1140.00,1140.00,5,Metric Coarse,6.0 X 0.75,Standard,2,verified,
HSS TAP 6 X 1 6G SPPT TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,518.00,518,,518.00,,4,Metric Coarse,6.0 X 1.00,SPPT,1,review,item absent from this project's stock_items
HSS TAP 6 X 1 BOT TOTEM,OK,OK,KEEP,419.00,419,419.00,419.00,419.00,4,Metric Coarse,6.0 X 1.00,Standard,1,verified,
HSS TAP 6 X 1 S TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,6.0 X 1.00,Standard,1,review,item absent from this project's stock_items
HSS TAP 6 X 1 SEC TOTEM,OK,OK,KEEP,419.00,419,419.00,419.00,419.00,4,Metric Coarse,6.0 X 1.00,Standard,1,verified,
HSS TAP 6 X 1 SET GOLD TOTEM,OK,OK,KEEP,510.00,510,510.00,1530.00,1530.00,9,Metric Coarse,6.0 X 1.00,STD GOLD,3,review,
HSS TAP 6 X 1 SET TOTEM,OK,OK,KEEP,419.00,419,419.00,1257.00,1257.00,4,Metric Coarse,6.0 X 1.00,Standard,3,verified,
HSS TAP 6 X 1 SF SEC TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,447.00,447,,447.00,,4,Metric Coarse,6.0 X 1.00,SF/RS,1,review,item absent from this project's stock_items
HSS TAP 6 X 1 SF SET TOTEM,OK,OK,KEEP,447.00,447,447.00,1341.00,1341.00,4,Metric Coarse,6.0 X 1.00,SF/RS,3,verified,
HSS TAP 6 X 1 SF TPR TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,447.00,447,,447.00,,4,Metric Coarse,6.0 X 1.00,SF/RS,1,review,item absent from this project's stock_items
HSS TAP 6 X 1 SPPT GOLD TOTEM,OK,OK,KEEP,620.00,620,620.00,620.00,620.00,9,Metric Coarse,6.0 X 1.00,SPPT GOLD,1,verified,
HSS TAP 6 X 1 SPPT TOTEM,OK,OK,KEEP,518.00,518,518.00,518.00,518.00,4,Metric Coarse,6.0 X 1.00,SPPT,1,verified,
HSS TAP 6 X 1 TPR TOTEM,OK,OK,KEEP,419.00,419,419.00,419.00,419.00,4,Metric Coarse,6.0 X 1.00,Standard,1,verified,
HSS TAP 64 X 6 BOT TOTEM,OK,OK,KEEP,35378.00,35378,35378.00,35378.00,35378.00,4,Metric Coarse,64.0 X 6.00,Standard,1,verified,
HSS TAP 64 X 6 SEC TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,35378.00,35378,,35378.00,,4,Metric Coarse,64.0 X 6.00,Standard,1,verified,item absent from this project's stock_items
HSS TAP 64 X 6 SET TOTEM,OK,OK,KEEP,35378.00,35378,35378.00,106134.00,106134.00,4,Metric Coarse,64.0 X 6.00,Standard,3,verified,
HSS TAP 64 X 6 TPR TOTEM,OK,OK,KEEP,35378.00,35378,35378.00,35378.00,35378.00,4,Metric Coarse,64.0 X 6.00,Standard,1,review,
HSS TAP 68 X 6 BOT TOTEM,OK,OK,KEEP,44132.00,44132,44132.00,44132.00,44132.00,4,Metric Coarse,68.0 X 6.00,Standard,1,verified,
HSS TAP 6BA BOT TOTEM,,OK,ADD,,,491.00,,491.00,3,BA,6,Standard,1,verified,matched by v2; not previously seeded
HSS TAP 6BA SET TOTEM,,OK,ADD,,,491.00,,1473.00,3,BA,6,Standard,3,review,matched by v2; not previously seeded
HSS TAP 7 X 1 BOT TOTEM,OK,OK,KEEP,535.00,535,535.00,535.00,535.00,4,Metric Coarse,7.0 X 1.00,Standard,1,verified,
HSS TAP 7 X 1 SEC TOTEM,OK,OK,KEEP,535.00,535,535.00,535.00,535.00,4,Metric Coarse,7.0 X 1.00,Standard,1,review,
HSS TAP 7 X 1 SET TOTEM,OK,OK,KEEP,535.00,535,535.00,1605.00,1605.00,4,Metric Coarse,7.0 X 1.00,Standard,3,verified,
"HSS TAP 7/16"" BSF BOT TOTEM",OK,OK,KEEP,747.00,747,747.00,747.00,747.00,3,BSW/BSF,7/16,Standard,1,verified,
"HSS TAP 7/16"" BSF SEC TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,747.00,747,,747.00,,3,BSW/BSF,7/16,Standard,1,review,item absent from this project's stock_items
"HSS TAP 7/16"" BSF SET TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,747.00,747,,2241.00,,3,BSW/BSF,7/16,Standard,3,review,item absent from this project's stock_items
"HSS TAP 7/16"" BSW SET TOTEM",OK,OK,KEEP,747.00,747,747.00,2241.00,2241.00,3,BSW/BSF,7/16,Standard,3,verified,
"HSS TAP 7/16"" UNC BOT TOTEM",OK,OK,KEEP,747.00,747,747.00,747.00,747.00,3,UNF/UNC,7/16,Standard,1,verified,
"HSS TAP 7/16"" UNC SEC TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,747.00,747,,747.00,,3,UNF/UNC,7/16,Standard,1,verified,item absent from this project's stock_items
"HSS TAP 7/16"" UNC SET TOTEM",OK,OK,KEEP,747.00,747,747.00,2241.00,2241.00,3,UNF/UNC,7/16,Standard,3,verified,
"HSS TAP 7/16"" UNF BOT TOTEM",OK,OK,KEEP,747.00,747,747.00,747.00,747.00,3,UNF/UNC,7/16,Standard,1,verified,
"HSS TAP 7/16"" UNF SEC TOTEM",OK,OK,KEEP,747.00,747,747.00,747.00,747.00,3,UNF/UNC,7/16,Standard,1,verified,
"HSS TAP 7/16"" UNF SET TOTEM",OK,OK,KEEP,747.00,747,747.00,2241.00,2241.00,3,UNF/UNC,7/16,Standard,3,verified,
"HSS TAP 7/16"" UNF TPR TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,747.00,747,,747.00,,3,UNF/UNC,7/16,Standard,1,review,item absent from this project's stock_items
"HSS TAP 7/32"" BSW BOT TOTEM",OK,OK,KEEP,461.00,461,461.00,461.00,461.00,3,BSW/BSF,7/32,Standard,1,review,
"HSS TAP 7/32"" BSW SEC TOTEM",OK,OK,KEEP,461.00,461,461.00,461.00,461.00,3,BSW/BSF,7/32,Standard,1,review,
"HSS TAP 7/8"" BSF BOT TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,2892.00,2892,,2892.00,,3,BSW/BSF,7/8,Standard,1,verified,item absent from this project's stock_items
"HSS TAP 7/8"" BSP BOT TOTEM",OK,OK,KEEP,4159.00,4159,4159.00,4159.00,4159.00,3,BSP,7/8,Standard,1,verified,
"HSS TAP 7/8"" BSP PAIR TOTEM",OK,OK,KEEP,4159.00,4159,4159.00,8318.00,8318.00,3,BSP,7/8,Standard,2,verified,
"HSS TAP 7/8"" BSW BOT TOTEM",OK,OK,KEEP,2892.00,2892,2892.00,2892.00,2892.00,3,BSW/BSF,7/8,Standard,1,verified,
"HSS TAP 7/8"" BSW SEC TOTEM",OK,OK,KEEP,2892.00,2892,2892.00,2892.00,2892.00,3,BSW/BSF,7/8,Standard,1,verified,
"HSS TAP 7/8"" BSW SET TOTEM",OK,OK,KEEP,2892.00,2892,2892.00,8676.00,8676.00,3,BSW/BSF,7/8,Standard,3,verified,
"HSS TAP 7/8"" UNC BOT TOTEM",OK,OK,KEEP,2892.00,2892,2892.00,2892.00,2892.00,3,UNF/UNC,7/8,Standard,1,verified,
"HSS TAP 7/8"" UNC SEC TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,2892.00,2892,,2892.00,,3,UNF/UNC,7/8,Standard,1,review,item absent from this project's stock_items
"HSS TAP 7/8"" UNC SET TOTEM",OK,OK,KEEP,2892.00,2892,2892.00,8676.00,8676.00,3,UNF/UNC,7/8,Standard,3,verified,
"HSS TAP 7/8"" UNF BOT TOTEM",OK,OK,KEEP,2892.00,2892,2892.00,2892.00,2892.00,3,UNF/UNC,7/8,Standard,1,verified,
"HSS TAP 7/8"" UNF SET TOTEM",OK,OK,KEEP,2892.00,2892,2892.00,8676.00,8676.00,3,UNF/UNC,7/8,Standard,3,verified,
HSS TAP 8 UNC BOT TOTEM,OK,OK,KEEP,461.00,461,461.00,461.00,461.00,3,UNF/UNC,8,Standard,1,verified,
HSS TAP 8 UNC SEC TOTEM,OK,OK,KEEP,461.00,461,461.00,461.00,461.00,3,UNF/UNC,8,Standard,1,verified,
HSS TAP 8 UNC SET TOTEM,OK,OK,KEEP,461.00,461,461.00,1383.00,1383.00,3,UNF/UNC,8,Standard,3,verified,
HSS TAP 8 UNC TPR TOTEM,OK,OK,KEEP,461.00,461,461.00,461.00,461.00,3,UNF/UNC,8,Standard,1,review,
HSS TAP 8 UNF SET TOTEM,OK,OK,KEEP,461.00,461,461.00,1383.00,1383.00,3,UNF/UNC,8,Standard,3,review,
HSS TAP 8 X 1 BOT TOTEM,OK,OK,KEEP,597.00,597,597.00,597.00,597.00,5,Metric Coarse,8.0 X 1.00,Standard,1,verified,
HSS TAP 8 X 1 PAIR TOTEM,OK,OK,KEEP,597.00,597,597.00,1194.00,1194.00,5,Metric Coarse,8.0 X 1.00,Standard,2,verified,
HSS TAP 8 X 1 SEC TOTEM,OK,OK,KEEP,597.00,597,597.00,597.00,597.00,5,Metric Coarse,8.0 X 1.00,Standard,1,verified,
HSS TAP 8 X 1 TPR TOTEM,OK,OK,KEEP,597.00,597,597.00,597.00,597.00,5,Metric Coarse,8.0 X 1.00,Standard,1,verified,
HSS TAP 8 X 1.25 6G BOT TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,504.00,504,,504.00,,4,Metric Coarse,8.0 X 1.25,Standard,1,review,item absent from this project's stock_items
HSS TAP 8 X 1.25 BOT RT SPL TOTEM,OK,OK,KEEP,504.00,504,504.00,504.00,504.00,4,Metric Coarse,8.0 X 1.25,Standard,1,review,
HSS TAP 8 X 1.25 BOT TOTEM,OK,OK,KEEP,504.00,504,504.00,504.00,504.00,4,Metric Coarse,8.0 X 1.25,Standard,1,verified,
HSS TAP 8 X 1.25 S TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,504.00,504,,504.00,,4,Metric Coarse,8.0 X 1.25,Standard,1,review,item absent from this project's stock_items
HSS TAP 8 X 1.25 SEC TOTEM,OK,OK,KEEP,504.00,504,504.00,504.00,504.00,4,Metric Coarse,8.0 X 1.25,Standard,1,verified,
HSS TAP 8 X 1.25 SET GOLD TOTEM,OK,OK,KEEP,575.00,575,575.00,1725.00,1725.00,9,Metric Coarse,8.0 X 1.25,STD GOLD,3,review,
HSS TAP 8 X 1.25 SET TOTEM,OK,OK,KEEP,504.00,504,504.00,1512.00,1512.00,4,Metric Coarse,8.0 X 1.25,Standard,3,verified,
HSS TAP 8 X 1.25 SET XL GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,575.00,575,,1725.00,,9,Metric Coarse,8.0 X 1.25,STD GOLD,3,review,item absent from this project's stock_items
HSS TAP 8 X 1.25 SF SET TOTEM,OK,OK,KEEP,519.00,519,519.00,1557.00,1557.00,4,Metric Coarse,8.0 X 1.25,SF/RS,3,verified,
HSS TAP 8 X 1.25 SPPT GOLD TOTEM,OK,OK,KEEP,685.00,685,685.00,685.00,685.00,9,Metric Coarse,8.0 X 1.25,SPPT GOLD,1,verified,
HSS TAP 8 X 1.25 SPPT TOTEM,OK,OK,KEEP,599.00,599,599.00,599.00,599.00,4,Metric Coarse,8.0 X 1.25,SPPT,1,verified,
HSS TAP 8 X 1.25 TPR TOTEM,OK,OK,KEEP,504.00,504,504.00,504.00,504.00,4,Metric Coarse,8.0 X 1.25,Standard,1,verified,
HSS TAP 8BA SET TOTEM,,OK,ADD,,,664.00,,1992.00,3,BA,8,Standard,3,review,matched by v2; not previously seeded
HSS TAP 9 X 1 BOT TOTEM,OK,OK,KEEP,737.00,737,737.00,737.00,737.00,5,Metric Coarse,9.0 X 1.00,Standard,1,verified,
HSS TAP 9 X 1 PAIR TOTEM,OK,OK,KEEP,737.00,737,737.00,1474.00,1474.00,5,Metric Coarse,9.0 X 1.00,Standard,2,verified,
HSS TAP 9 X 1 SET TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,737.00,737,,2211.00,,5,Metric Coarse,9.0 X 1.00,Standard,3,review,item absent from this project's stock_items
HSS TAP 9 X 1.25 6G SPPT TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,747.00,747,,747.00,,4,Metric Coarse,9.0 X 1.25,SPPT,1,review,item absent from this project's stock_items
HSS TAP 9 X 1.25 BOT TOTEM,OK,OK,KEEP,609.00,609,609.00,609.00,609.00,4,Metric Coarse,9.0 X 1.25,Standard,1,verified,
HSS TAP 9 X 1.25 SET TOTEM,OK,OK,KEEP,609.00,609,609.00,1827.00,1827.00,4,Metric Coarse,9.0 X 1.25,Standard,3,review,
HSS TAP 9 X 1.25 SPPT TOTEM,OK,OK,KEEP,747.00,747,747.00,747.00,747.00,4,Metric Coarse,9.0 X 1.25,SPPT,1,review,
"HSS TAP 9/16"" BSB BOT TOTEM",OK,OK,KEEP,1731.00,1731,1731.00,1731.00,1731.00,6,BSB,9/16,Standard,1,review,
"HSS TAP 9/16"" BSB TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,1731.00,1731,,1731.00,,6,BSB,9/16,Standard,1,review,item absent from this project's stock_items
"HSS TAP 9/16"" BSF SET TOTEM",OK,OK,KEEP,1381.00,1381,1381.00,4143.00,4143.00,3,BSW/BSF,9/16,Standard,3,review,
"HSS TAP 9/16"" BSW SET TOTEM",OK,OK,KEEP,1381.00,1381,1381.00,4143.00,4143.00,3,BSW/BSF,9/16,Standard,3,review,
"HSS TAP 9/16"" UNC BOT TOTEM",OK,OK,KEEP,1381.00,1381,1381.00,1381.00,1381.00,3,UNF/UNC,9/16,Standard,1,review,
"HSS TAP 9/16"" UNC SET TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,1381.00,1381,,4143.00,,3,UNF/UNC,9/16,Standard,3,review,item absent from this project's stock_items
"HSS TAP 9/16"" UNF BOT TOTEM",OK,OK,KEEP,1381.00,1381,1381.00,1381.00,1381.00,3,UNF/UNC,9/16,Standard,1,verified,
"HSS TAP 9/16"" UNF SEC TOTEM",OK,OK,KEEP,1381.00,1381,1381.00,1381.00,1381.00,3,UNF/UNC,9/16,Standard,1,review,
